"WijkenEnBuurten","Gemeentenaam_1"
"WK193012  ","Nissewaard                              "
"BU19301201","Nissewaard                              "
"BU19301202","Nissewaard                              "
"BU19301203","Nissewaard                              "
"BU19301204","Nissewaard                              "
"BU19301205","Nissewaard                              "
"BU19301206","Nissewaard                              "
"WK193013  ","Nissewaard                              "
"BU19301301","Nissewaard                              "
"WK193014  ","Nissewaard                              "
"BU19301401","Nissewaard                              "
"BU19301402","Nissewaard                              "
"BU19301403","Nissewaard                              "
"BU19301404","Nissewaard                              "
"BU19301405","Nissewaard                              "
"BU19301406","Nissewaard                              "
"BU19301407","Nissewaard                              "
"BU19301408","Nissewaard                              "
"BU19301409","Nissewaard                              "
"BU19301410","Nissewaard                              "
"BU19301411","Nissewaard                              "
"WK193015  ","Nissewaard                              "
"BU19301501","Nissewaard                              "
"BU19301502","Nissewaard                              "
"BU19301503","Nissewaard                              "
